clientId,transaction,amount,date,status
clt_13,D,1759.56,2026-01-07,Completed
clt_13,D,4512.06,2026-01-07,Completed
clt_14,W,1046.23,2026-01-07,Completed
clt_15,D,697.26,2026-01-07,Completed
clt_19,D,1819.34,2026-01-07,Completed
clt_19,W,571.56,2026-01-07,Completed
clt_20,D,1278.12,2026-01-07,Completed
clt_20,D,1640.05,2026-01-07,Completed
clt_20,D,97.04,2026-01-07,Completed
clt_4,D,1167.88,2026-01-07,Completed
clt_5,D,2536.57,2026-01-07,Completed
clt_6,W,120.36,2026-01-07,Completed
clt_9,D,63.87,2026-01-07,Completed
clt_1,W,828.83,2026-01-08,Completed
clt_10,W,627.31,2026-01-08,Completed
clt_12,W,2319.90,2026-01-08,Completed
clt_13,D,2065.90,2026-01-08,Completed
clt_17,D,668.39,2026-01-08,Completed
clt_17,W,183.62,2026-01-08,Completed
clt_18,W,331.90,2026-01-08,Completed
clt_20,D,1361.01,2026-01-08,Completed
clt_11,W,328.57,2026-01-09,Completed
clt_12,D,3138.18,2026-01-09,Completed
clt_15,D,855.46,2026-01-09,Completed
clt_19,W,486.46,2026-01-09,Completed
clt_20,W,212.45,2026-01-09,Completed
clt_3,W,1003.29,2026-01-09,Completed
clt_6,W,1437.35,2026-01-09,Completed
clt_7,D,6946.30,2026-01-09,Completed
clt_10,D,2398.21,2026-01-10,Completed
clt_10,W,2180.44,2026-01-10,Completed
clt_11,D,3581.73,2026-01-10,Pending
clt_12,D,3166.92,2026-01-10,Completed
clt_12,W,1008.38,2026-01-10,Failed
clt_13,W,5924.52,2026-01-10,Completed
clt_15,D,31.59,2026-01-10,Completed
clt_15,W,2390.69,2026-01-10,Completed
clt_15,W,981.78,2026-01-10,Completed
clt_16,D,51.67,2026-01-10,Completed
clt_19,D,5587.48,2026-01-10,Completed
clt_3,D,81.15,2026-01-10,Completed
clt_7,D,4615.94,2026-01-10,Failed
clt_7,W,2135.65,2026-01-10,Completed
clt_7,W,22.60,2026-01-10,Completed
clt_9,D,1728.12,2026-01-10,Completed
clt_1,D,1931.69,2026-01-11,Completed
clt_11,W,354.72,2026-01-11,Completed
clt_13,W,2358.75,2026-01-11,Completed
clt_18,D,4684.80,2026-01-11,Failed
clt_18,W,1173.40,2026-01-11,Completed
clt_19,D,2164.65,2026-01-11,Completed
clt_4,D,4315.10,2026-01-11,Completed
clt_7,W,245.62,2026-01-11,Completed
clt_10,D,100.50,2026-01-12,Completed
clt_10,W,16.85,2026-01-12,Pending
clt_10,W,371.83,2026-01-12,Completed
clt_14,W,393.53,2026-01-12,Completed
clt_17,D,6422.03,2026-01-12,Completed
clt_17,W,340.68,2026-01-12,Completed
clt_18,D,1621.48,2026-01-12,Completed
clt_18,W,186.48,2026-01-12,Completed
clt_19,D,4426.60,2026-01-12,Completed
clt_20,D,8064.92,2026-01-12,Completed
clt_6,D,356.65,2026-01-12,Completed
clt_7,W,5519.53,2026-01-12,Completed
clt_8,D,247.72,2026-01-12,Completed
clt_8,W,308.20,2026-01-12,Pending
clt_9,D,2755.76,2026-01-12,Completed
clt_1,W,965.39,2026-01-13,Completed
clt_10,W,306.49,2026-01-13,Completed
clt_13,D,390.79,2026-01-13,Completed
clt_14,W,1022.62,2026-01-13,Completed
clt_16,D,1931.77,2026-01-13,Completed
clt_18,W,189.49,2026-01-13,Completed
clt_18,W,919.12,2026-01-13,Completed
clt_19,D,6811.33,2026-01-13,Completed
clt_4,D,180.34,2026-01-13,Completed
clt_5,D,6764.42,2026-01-13,Pending
clt_6,D,2457.06,2026-01-13,Completed
clt_7,W,655.58,2026-01-13,Completed
clt_8,D,2331.25,2026-01-13,Completed
clt_8,W,545.30,2026-01-13,Completed
clt_1,D,5873.05,2026-01-14,Completed
clt_10,W,742.02,2026-01-14,Completed
clt_11,D,4491.31,2026-01-14,Completed
clt_11,D,699.02,2026-01-14,Completed
clt_12,D,1659.58,2026-01-14,Pending
clt_12,W,200.27,2026-01-14,Completed
clt_14,W,212.70,2026-01-14,Completed
clt_15,W,466.32,2026-01-14,Completed
clt_16,W,4082.66,2026-01-14,Completed
clt_18,D,3829.85,2026-01-14,Completed
clt_19,D,171.18,2026-01-14,Completed
clt_20,D,2529.63,2026-01-14,Completed
clt_4,D,1586.74,2026-01-14,Completed
clt_4,D,1813.74,2026-01-14,Completed
clt_4,W,630.26,2026-01-14,Completed
clt_5,W,282.38,2026-01-14,Completed
clt_6,D,4696.29,2026-01-14,Completed
clt_6,W,146.31,2026-01-14,Pending
clt_7,D,1898.08,2026-01-14,Completed
clt_8,W,492.21,2026-01-14,Completed
clt_1,D,2691.46,2026-01-15,Completed
clt_1,W,297.43,2026-01-15,Completed
clt_10,D,2214.14,2026-01-15,Completed
clt_13,W,820.58,2026-01-15,Completed
clt_16,W,238.79,2026-01-15,Pending
clt_17,D,56.61,2026-01-15,Completed
clt_20,D,399.34,2026-01-15,Pending
clt_3,W,124.49,2026-01-15,Pending
clt_7,W,3944.32,2026-01-15,Completed
clt_8,D,2324.72,2026-01-15,Pending
clt_8,W,2053.03,2026-01-15,Completed
clt_1,D,1974.30,2026-01-16,Completed
clt_1,D,479.62,2026-01-16,Completed
clt_11,D,7343.71,2026-01-16,Completed
clt_13,D,611.83,2026-01-16,Completed
clt_14,D,852.58,2026-01-16,Completed
clt_15,W,220.62,2026-01-16,Completed
clt_20,D,134.21,2026-01-16,Completed
clt_20,W,515.60,2026-01-16,Pending
clt_4,W,900.27,2026-01-16,Completed
clt_6,W,66.64,2026-01-16,Completed
clt_7,D,3575.71,2026-01-16,Completed
clt_7,W,11.19,2026-01-16,Completed
clt_7,W,188.31,2026-01-16,Completed
clt_7,W,2568.82,2026-01-16,Completed
clt_7,W,401.82,2026-01-16,Completed
clt_8,D,6371.14,2026-01-16,Completed
clt_8,W,4354.39,2026-01-16,Failed
clt_11,W,397.18,2026-01-17,Completed
clt_12,W,748.11,2026-01-17,Completed
clt_13,D,876.67,2026-01-17,Completed
clt_13,W,440.53,2026-01-17,Completed
clt_16,D,7447.52,2026-01-17,Completed
clt_17,W,776.20,2026-01-17,Completed
clt_19,W,2238.58,2026-01-17,Completed
clt_19,W,254.21,2026-01-17,Completed
clt_20,W,237.45,2026-01-17,Completed
clt_4,D,3509.73,2026-01-17,Pending
clt_5,D,1042.71,2026-01-17,Completed
clt_7,D,20.21,2026-01-17,Completed
clt_7,D,6886.41,2026-01-17,Completed
clt_10,D,1146.72,2026-01-18,Completed
clt_14,W,945.20,2026-01-18,Completed
clt_16,W,288.91,2026-01-18,Completed
clt_18,W,487.91,2026-01-18,Completed
clt_4,D,140.06,2026-01-18,Completed
clt_5,W,603.98,2026-01-18,Completed
clt_5,W,611.98,2026-01-18,Pending
clt_6,D,1143.77,2026-01-18,Completed
clt_7,W,1163.88,2026-01-18,Completed
clt_12,D,3536.40,2026-01-19,Completed
clt_14,W,568.77,2026-01-19,Completed
clt_17,D,4667.58,2026-01-19,Pending
clt_18,D,2796.43,2026-01-19,Completed
clt_2,D,7979.87,2026-01-19,Completed
clt_4,D,3881.21,2026-01-19,Completed
clt_8,W,32.22,2026-01-19,Pending
clt_9,D,1617.04,2026-01-19,Completed
clt_11,W,37.88,2026-01-20,Completed
clt_12,W,543.30,2026-01-20,Pending
clt_13,D,178.61,2026-01-20,Completed
clt_16,W,456.27,2026-01-20,Completed
clt_17,D,1724.25,2026-01-20,Completed
clt_17,D,196.17,2026-01-20,Completed
clt_19,D,573.24,2026-01-20,Failed
clt_7,D,4459.47,2026-01-20,Completed
clt_11,W,1122.23,2026-01-21,Completed
clt_13,D,2112.99,2026-01-21,Completed
clt_13,W,538.24,2026-01-21,Completed
clt_14,W,1077.25,2026-01-21,Completed
clt_19,W,493.14,2026-01-21,Completed
clt_20,D,83.95,2026-01-21,Completed
clt_20,W,1022.99,2026-01-21,Completed
clt_3,D,4308.98,2026-01-21,Completed
clt_5,W,3223.31,2026-01-21,Pending
clt_7,W,381.50,2026-01-21,Completed
clt_1,W,4286.56,2026-01-22,Pending
clt_10,D,3002.53,2026-01-22,Completed
clt_11,W,1080.42,2026-01-22,Completed
clt_13,D,958.25,2026-01-22,Completed
clt_14,D,5812.02,2026-01-22,Completed
clt_14,W,1718.34,2026-01-22,Completed
clt_16,W,135.70,2026-01-22,Completed
clt_17,W,454.95,2026-01-22,Completed
clt_2,D,1933.13,2026-01-22,Completed
clt_20,D,365.66,2026-01-22,Completed
clt_6,D,2723.06,2026-01-22,Completed
clt_7,W,1060.77,2026-01-22,Completed
clt_7,W,213.11,2026-01-22,Completed
clt_8,D,1598.85,2026-01-22,Completed
clt_8,D,19.13,2026-01-22,Completed
clt_1,W,18.54,2026-01-23,Completed
clt_15,D,2234.34,2026-01-23,Completed
clt_15,W,210.19,2026-01-23,Completed
clt_16,W,375.03,2026-01-23,Completed
clt_16,W,526.44,2026-01-23,Completed
clt_17,W,1583.58,2026-01-23,Pending
clt_18,D,6594.16,2026-01-23,Completed
clt_18,W,826.75,2026-01-23,Completed
clt_4,W,105.23,2026-01-23,Completed
clt_4,W,451.19,2026-01-23,Completed
clt_5,D,3.61,2026-01-23,Completed
clt_5,W,156.11,2026-01-23,Completed
clt_1,D,349.98,2026-01-24,Completed
clt_1,W,1511.55,2026-01-24,Completed
clt_3,D,2903.02,2026-01-24,Completed
clt_5,D,4232.66,2026-01-24,Completed
clt_5,W,643.65,2026-01-24,Completed
clt_7,D,4819.67,2026-01-24,Completed
clt_12,D,107.14,2026-01-25,Completed
clt_12,D,4357.18,2026-01-25,Completed
clt_12,W,462.44,2026-01-25,Completed
clt_14,D,386.67,2026-01-25,Completed
clt_14,W,86.39,2026-01-25,Completed
clt_15,D,314.99,2026-01-25,Failed
clt_15,D,7376.26,2026-01-25,Completed
clt_16,W,25.28,2026-01-25,Failed
clt_17,D,299.28,2026-01-25,Completed
clt_17,W,627.26,2026-01-25,Completed
clt_19,W,324.45,2026-01-25,Completed
clt_19,W,452.69,2026-01-25,Completed
clt_20,D,191.42,2026-01-25,Completed
clt_20,W,1040.90,2026-01-25,Completed
clt_3,D,1919.02,2026-01-25,Completed
clt_12,D,1260.61,2026-01-26,Pending
clt_2,W,627.92,2026-01-26,Completed
clt_6,D,437.30,2026-01-26,Completed
clt_11,D,953.91,2026-01-27,Completed
clt_11,W,133.77,2026-01-27,Completed
clt_13,W,75.73,2026-01-27,Pending
clt_16,D,1458.09,2026-01-27,Completed
clt_16,D,476.68,2026-01-27,Completed
clt_17,W,468.68,2026-01-27,Completed
clt_19,D,2388.37,2026-01-27,Pending
clt_2,W,638.66,2026-01-27,Completed
clt_4,D,3968.54,2026-01-27,Completed
clt_5,W,4835.34,2026-01-27,Completed
clt_6,D,4503.90,2026-01-27,Completed
clt_6,D,8717.19,2026-01-27,Completed
clt_14,D,99.76,2026-01-28,Completed
clt_15,W,1604.42,2026-01-28,Completed
clt_16,W,483.50,2026-01-28,Pending
clt_16,W,4836.23,2026-01-28,Completed
clt_17,W,2318.41,2026-01-28,Completed
clt_18,W,102.25,2026-01-28,Completed
clt_19,W,415.75,2026-01-28,Pending
clt_19,W,481.47,2026-01-28,Failed
clt_5,D,2183.32,2026-01-28,Completed
clt_7,W,684.88,2026-01-28,Completed
clt_9,D,224.31,2026-01-28,Completed
clt_1,W,130.06,2026-01-29,Completed
clt_13,D,1363.27,2026-01-29,Completed
clt_13,D,1672.32,2026-01-29,Completed
clt_13,D,6656.97,2026-01-29,Completed
clt_13,W,79.80,2026-01-29,Completed
clt_14,W,105.65,2026-01-29,Completed
clt_15,W,626.87,2026-01-29,Completed
clt_18,D,60.36,2026-01-29,Completed
clt_20,D,1698.30,2026-01-29,Completed
clt_20,W,1790.31,2026-01-29,Completed
clt_3,W,550.22,2026-01-29,Completed
clt_6,D,4113.00,2026-01-29,Completed
clt_7,W,598.83,2026-01-29,Pending
clt_1,D,406.53,2026-01-30,Completed
clt_12,D,7641.08,2026-01-30,Completed
clt_19,W,300.97,2026-01-30,Completed
clt_19,W,552.61,2026-01-30,Completed
clt_2,D,1678.38,2026-01-30,Completed
clt_5,W,62.84,2026-01-30,Completed
clt_6,D,3600.42,2026-01-30,Completed
clt_10,D,1573.29,2026-01-31,Completed
clt_14,D,5354.65,2026-01-31,Completed
clt_16,D,188.06,2026-01-31,Completed
clt_17,D,4717.04,2026-01-31,Pending
clt_18,W,506.66,2026-01-31,Completed
clt_19,D,1703.24,2026-01-31,Completed
clt_19,W,1061.26,2026-01-31,Completed
clt_19,W,140.71,2026-01-31,Completed
clt_19,W,206.11,2026-01-31,Completed
clt_5,D,858.45,2026-01-31,Completed
clt_6,D,572.75,2026-01-31,Completed
clt_7,D,1580.48,2026-01-31,Completed
clt_10,W,394.62,2026-02-01,Completed
clt_11,W,396.44,2026-02-01,Completed
clt_14,W,135.91,2026-02-01,Completed
clt_15,W,1102.03,2026-02-01,Pending
clt_16,D,2410.03,2026-02-01,Pending
clt_17,D,3480.11,2026-02-01,Completed
clt_2,D,8418.43,2026-02-01,Completed
clt_2,W,1699.60,2026-02-01,Completed
clt_2,W,476.75,2026-02-01,Completed
clt_20,D,1312.77,2026-02-01,Completed
clt_4,W,812.77,2026-02-01,Completed
clt_5,W,274.82,2026-02-01,Completed
clt_6,D,1382.32,2026-02-01,Completed
clt_1,D,1503.27,2026-02-02,Completed
clt_10,W,2584.05,2026-02-02,Completed
clt_16,W,247.27,2026-02-02,Completed
clt_16,W,412.26,2026-02-02,Completed
clt_17,W,2039.63,2026-02-02,Completed
clt_17,W,851.18,2026-02-02,Pending
clt_2,D,4561.72,2026-02-02,Completed
clt_2,W,107.38,2026-02-02,Completed
clt_4,W,1001.67,2026-02-02,Completed
clt_10,D,1093.12,2026-02-03,Pending
clt_10,D,3703.05,2026-02-03,Completed
clt_12,D,302.82,2026-02-03,Completed
clt_12,D,4522.62,2026-02-03,Completed
clt_13,W,50.86,2026-02-03,Completed
clt_15,W,278.04,2026-02-03,Pending
clt_15,W,4669.04,2026-02-03,Completed
clt_16,D,57.31,2026-02-03,Pending
clt_16,D,66.88,2026-02-03,Completed
clt_19,W,3396.81,2026-02-03,Completed
clt_20,D,3845.35,2026-02-03,Completed
clt_5,D,2091.67,2026-02-03,Completed
clt_9,W,777.44,2026-02-03,Completed
clt_12,W,1999.56,2026-02-04,Completed
clt_16,D,8717.22,2026-02-04,Completed
clt_16,W,830.91,2026-02-04,Completed
clt_3,W,2047.88,2026-02-04,Pending
clt_4,D,647.66,2026-02-04,Completed
clt_4,W,2067.82,2026-02-04,Completed
clt_7,W,452.35,2026-02-04,Pending
clt_9,W,1958.99,2026-02-04,Completed
clt_1,D,673.64,2026-02-05,Pending
clt_12,D,447.03,2026-02-05,Completed
clt_14,D,2344.82,2026-02-05,Completed
clt_15,D,3119.19,2026-02-05,Completed
clt_16,W,39.11,2026-02-05,Completed
clt_17,D,1520.06,2026-02-05,Completed
clt_5,D,133.53,2026-02-05,Completed
clt_5,W,185.12,2026-02-05,Completed
clt_9,D,307.25,2026-02-05,Completed
clt_10,W,17.23,2026-02-06,Completed
clt_11,W,157.15,2026-02-06,Completed
clt_16,D,5999.30,2026-02-06,Completed
clt_18,D,13.11,2026-02-06,Completed
clt_20,D,7544.46,2026-02-06,Completed
clt_4,D,7230.52,2026-02-06,Completed
clt_4,W,133.09,2026-02-06,Completed
clt_5,D,23.95,2026-02-06,Completed
clt_1,W,452.34,2026-02-07,Completed
clt_1,W,862.74,2026-02-07,Completed
clt_12,W,1259.97,2026-02-07,Completed
clt_2,D,603.86,2026-02-07,Completed
clt_2,W,2541.71,2026-02-07,Completed
clt_20,D,2899.42,2026-02-07,Completed
clt_3,W,1056.70,2026-02-07,Completed
clt_5,D,1089.84,2026-02-07,Pending
clt_5,W,650.29,2026-02-07,Completed
clt_6,D,3100.79,2026-02-07,Completed
clt_6,W,1171.33,2026-02-07,Completed
clt_8,D,6769.88,2026-02-07,Completed
clt_9,D,3945.01,2026-02-07,Completed
clt_17,W,212.58,2026-02-08,Completed
clt_18,D,344.07,2026-02-08,Completed
clt_18,W,1445.95,2026-02-08,Completed
clt_18,W,531.00,2026-02-08,Completed
clt_20,D,5547.98,2026-02-08,Completed
clt_3,W,966.91,2026-02-08,Pending
clt_8,W,609.78,2026-02-08,Completed
clt_1,D,1588.66,2026-02-09,Pending
clt_14,D,1648.79,2026-02-09,Completed
clt_14,W,1195.92,2026-02-09,Pending
clt_14,W,331.44,2026-02-09,Completed
clt_16,W,542.40,2026-02-09,Failed
clt_17,D,6658.70,2026-02-09,Completed
clt_18,W,1149.54,2026-02-09,Completed
clt_2,W,431.34,2026-02-09,Completed
clt_20,D,4888.13,2026-02-09,Completed
clt_3,D,1673.46,2026-02-09,Completed
clt_4,W,459.85,2026-02-09,Completed
clt_5,D,4657.63,2026-02-09,Completed
clt_6,D,3875.26,2026-02-09,Completed
clt_6,W,1112.27,2026-02-09,Completed
clt_6,W,313.96,2026-02-09,Completed
clt_6,W,892.38,2026-02-09,Completed
clt_7,D,61.55,2026-02-09,Completed
clt_7,W,2114.06,2026-02-09,Completed
clt_7,W,413.09,2026-02-09,Completed
clt_1,W,234.47,2026-02-10,Completed
clt_10,W,219.57,2026-02-10,Pending
clt_10,W,2460.60,2026-02-10,Pending
clt_11,D,1289.02,2026-02-10,Completed
clt_11,D,878.75,2026-02-10,Completed
clt_14,D,2103.51,2026-02-10,Completed
clt_14,D,8494.03,2026-02-10,Completed
clt_14,W,258.60,2026-02-10,Completed
clt_17,W,409.79,2026-02-10,Completed
clt_18,W,20.74,2026-02-10,Completed
clt_6,W,530.98,2026-02-10,Completed
clt_10,W,2716.67,2026-02-11,Pending
clt_11,D,537.88,2026-02-11,Completed
clt_18,W,4762.01,2026-02-11,Completed
clt_19,D,688.83,2026-02-11,Completed
clt_2,W,874.98,2026-02-11,Completed
clt_6,D,982.69,2026-02-11,Completed
clt_1,W,181.04,2026-02-12,Completed
clt_14,D,2379.91,2026-02-12,Completed
clt_15,D,722.05,2026-02-12,Completed
clt_16,W,109.90,2026-02-12,Completed
clt_2,W,1751.50,2026-02-12,Completed
clt_3,D,1624.34,2026-02-12,Pending
clt_5,D,110.48,2026-02-12,Completed
clt_6,D,1828.93,2026-02-12,Completed
clt_6,W,1734.98,2026-02-12,Completed
clt_9,D,4022.47,2026-02-12,Completed
clt_1,D,42.38,2026-02-13,Completed
clt_12,D,7908.53,2026-02-13,Completed
clt_15,W,202.74,2026-02-13,Completed
clt_16,W,161.74,2026-02-13,Completed
clt_17,D,7617.73,2026-02-13,Completed
clt_17,D,90.96,2026-02-13,Completed
clt_19,D,3386.89,2026-02-13,Completed
clt_19,W,755.84,2026-02-13,Completed
clt_2,D,1308.49,2026-02-13,Completed
clt_20,W,998.81,2026-02-13,Completed
clt_3,D,5632.87,2026-02-13,Completed
clt_6,W,285.42,2026-02-13,Pending
clt_7,W,428.18,2026-02-13,Completed
clt_11,W,449.73,2026-02-14,Pending
clt_13,W,487.80,2026-02-14,Pending
clt_13,W,6534.77,2026-02-14,Completed
clt_14,D,65.34,2026-02-14,Completed
clt_14,W,370.80,2026-02-14,Completed
clt_14,W,435.53,2026-02-14,Failed
clt_2,D,550.99,2026-02-14,Completed
clt_20,W,826.49,2026-02-14,Completed
clt_5,D,2440.34,2026-02-14,Completed
clt_6,D,379.51,2026-02-14,Completed
clt_7,D,1492.93,2026-02-14,Completed
clt_7,W,252.39,2026-02-14,Completed
clt_9,D,3238.86,2026-02-14,Completed
clt_10,W,3346.78,2026-02-15,Completed
clt_11,W,4300.53,2026-02-15,Completed
clt_12,W,2132.97,2026-02-15,Completed
clt_13,D,254.32,2026-02-15,Completed
clt_13,D,281.25,2026-02-15,Completed
clt_14,W,580.45,2026-02-15,Completed
clt_16,D,5258.51,2026-02-15,Completed
clt_17,D,1222.07,2026-02-15,Completed
clt_17,D,2352.98,2026-02-15,Pending
clt_2,W,30.36,2026-02-15,Completed
clt_3,W,1818.39,2026-02-15,Pending
clt_6,D,2051.98,2026-02-15,Pending
clt_7,D,591.20,2026-02-15,Pending
clt_9,D,46.74,2026-02-15,Completed
clt_1,W,310.91,2026-02-16,Completed
clt_12,D,2380.09,2026-02-16,Completed
clt_12,W,449.85,2026-02-16,Completed
clt_13,W,536.70,2026-02-16,Pending
clt_15,W,104.36,2026-02-16,Completed
clt_17,W,196.47,2026-02-16,Completed
clt_17,W,2221.54,2026-02-16,Completed
clt_17,W,742.32,2026-02-16,Completed
clt_20,D,811.21,2026-02-16,Completed
clt_4,W,22.60,2026-02-16,Completed
clt_5,W,219.03,2026-02-16,Completed
clt_6,W,408.73,2026-02-16,Completed
clt_7,D,4973.71,2026-02-16,Completed
clt_9,D,10.10,2026-02-16,Completed
clt_9,W,415.65,2026-02-16,Completed
clt_1,D,1159.21,2026-02-17,Completed
clt_1,D,1871.05,2026-02-17,Completed
clt_17,D,4614.68,2026-02-17,Completed
clt_17,W,150.13,2026-02-17,Failed
clt_4,D,361.84,2026-02-17,Completed
clt_6,D,892.69,2026-02-17,Completed
clt_7,W,1146.14,2026-02-17,Completed
clt_10,D,533.00,2026-02-18,Completed
clt_13,W,355.41,2026-02-18,Pending
clt_14,D,1200.34,2026-02-18,Completed
clt_15,W,249.88,2026-02-18,Pending
clt_4,W,360.52,2026-02-18,Completed
clt_5,W,4102.79,2026-02-18,Completed
clt_7,W,33.79,2026-02-18,Completed
clt_7,W,364.82,2026-02-18,Completed
clt_7,W,623.07,2026-02-18,Completed
clt_10,D,4603.03,2026-02-19,Completed
clt_13,D,5135.13,2026-02-19,Completed
clt_17,W,4169.69,2026-02-19,Completed
clt_19,W,613.22,2026-02-19,Completed
clt_2,D,49.16,2026-02-19,Completed
clt_4,D,2460.98,2026-02-19,Completed
clt_5,D,177.56,2026-02-19,Completed
clt_5,W,454.79,2026-02-19,Pending
clt_6,D,4636.46,2026-02-19,Completed
clt_1,W,4345.85,2026-02-20,Completed
clt_1,W,470.35,2026-02-20,Pending
clt_10,D,4033.17,2026-02-20,Completed
clt_11,D,1722.93,2026-02-20,Completed
clt_13,W,426.53,2026-02-20,Pending
clt_15,D,5174.01,2026-02-20,Completed
clt_16,D,80.65,2026-02-20,Completed
clt_19,D,1435.57,2026-02-20,Completed
clt_19,W,1126.86,2026-02-20,Completed
clt_8,D,3185.43,2026-02-20,Completed
clt_1,D,3619.79,2026-02-21,Completed
clt_12,W,210.32,2026-02-21,Completed
clt_13,W,110.35,2026-02-21,Pending
clt_13,W,1964.17,2026-02-21,Completed
clt_17,W,6919.12,2026-02-21,Completed
clt_18,W,608.43,2026-02-21,Completed
clt_4,D,3101.89,2026-02-21,Completed
clt_8,D,1814.31,2026-02-21,Failed
clt_8,W,139.44,2026-02-21,Failed
clt_10,W,447.63,2026-02-22,Completed
clt_11,D,1270.78,2026-02-22,Completed
clt_12,W,646.67,2026-02-22,Pending
clt_15,W,411.74,2026-02-22,Completed
clt_17,D,4978.45,2026-02-22,Completed
clt_18,W,59.35,2026-02-22,Pending
clt_4,D,1155.76,2026-02-22,Completed
clt_5,D,2076.91,2026-02-22,Completed
clt_9,W,440.37,2026-02-22,Completed
clt_1,W,560.47,2026-02-23,Completed
clt_12,D,4509.96,2026-02-23,Completed
clt_12,W,1034.57,2026-02-23,Completed
clt_15,D,1463.14,2026-02-23,Completed
clt_15,D,1946.73,2026-02-23,Completed
clt_16,W,488.26,2026-02-23,Completed
clt_18,W,399.38,2026-02-23,Completed
clt_19,W,106.39,2026-02-23,Pending
clt_19,W,108.45,2026-02-23,Completed
clt_2,D,1850.56,2026-02-23,Completed
clt_3,D,466.58,2026-02-23,Completed
clt_5,D,1294.05,2026-02-23,Completed
clt_5,W,1623.90,2026-02-23,Completed
clt_8,D,3197.71,2026-02-23,Completed
clt_9,D,5755.20,2026-02-23,Completed
clt_13,D,1618.77,2026-02-24,Completed
clt_15,D,31.00,2026-02-24,Completed
clt_17,W,492.56,2026-02-24,Pending
clt_18,D,1671.34,2026-02-24,Failed
clt_18,D,4645.03,2026-02-24,Completed
clt_2,W,949.00,2026-02-24,Completed
clt_3,D,1586.87,2026-02-24,Completed
clt_3,W,93.63,2026-02-24,Completed
clt_4,D,1616.38,2026-02-24,Completed
clt_5,W,411.68,2026-02-24,Completed
clt_6,D,4155.37,2026-02-24,Completed
clt_8,D,70.67,2026-02-24,Completed
clt_9,D,148.17,2026-02-24,Pending
clt_12,W,1440.57,2026-02-25,Completed
clt_12,W,4332.75,2026-02-25,Completed
clt_13,D,2448.11,2026-02-25,Completed
clt_17,D,8657.88,2026-02-25,Completed
clt_18,D,264.01,2026-02-25,Completed
clt_18,W,135.25,2026-02-25,Completed
clt_19,D,1.62,2026-02-25,Completed
